sap;descricao;unidade;custo_un;normas
404013;CHAVE LIM DISJ GE AA + AA2 + BD + 69;UN;0.01;
404014;BARRA ELEVACAO DISJ. MITSUBICHI REF. 351;UN;0.01;
404015;BOBINA DISJ CGE CAT 25929GR2;UN;0.01;
404016;CONTATO FIXO DISJ MITSUBISHI 201;UN;0.01;
404017;CHAVE PRES DISJ MITSUBISHI 841 (BAIXA P;UN;0.01;
404018;CHAVE PRES DISJ GE CAT 6477807P4 (REGUL;UN;0.01;
404019;CONTATO DEDO DISJ CGE 188A9140PT01;UN;0.01;
404020;CHAVE ROTATIVA P/DISJ. MITSUBISHI 614;UN;0.01;
404021;LÂMINA CONT DISJ. CGE 597B436PT1;UN;0.01;
404022;LÂMINA CONT DISJ. CGE 597B436PT2;UN;0.01;
404023;RELE DISJ CGE HGA397L569GR2;UN;0.01;
404024;RELÉ CGE HGA215A9034GR3 P/DISJ.ÓLEO;UN;0.01;
404025;RELÉ FECHAMENTO MITSUBISHI 753;UN;0.01;
404026;RELE ABER DISJ MITSUBISHI 754;UN;0.01;
404027;RESISTOR DISJ MITSUBISHI N 200 CONJUNTO;UN;0.01;
404028;RESISTOR DISJ LIGHT STCRJ0360P;UN;0.01;
404029;VALVULA SEGUR DISJ CANADIAN GE 188A9281;UN;0.01;
404030;MOLA P/CONTATO INTERM. DISJ. GM-5C,WHSE;UN;0.01;
404031;"BOBINA OPERAÇÃO;120VCC;P/RELÉ Y,DJ.GM-5C";UN;0.01;
404032;"VÁLVULA PILOTO;MAGNÉTICA;P/DISJ. GM5C";UN;0.01;
404033;BOBINA OPERAÇÃO P/RELÉ Y, DJ. GM-5C,WHSE;UN;0.01;
404034;"RELÉ AUX. X;120VCC;P/DISJ. GVO GM5C,WHSE";UN;0.01;
404035;"RELÉ AUX. X;48VCC;P/DISJ. GVO GM5C,WHSE";UN;0.01;
404036;TERMOSTATO WHSE 127A917H01;UN;0.01;
404037;MANCAL DE LUVA WHSE 164A359H01;UN;0.01;
404038;TRANSFORMADOR CORR DISJ WESTINGHOUSE 38;UN;0.01;
404039;CAPACITOR AUX.P/DISP.POTENC.PBA2,DJ.GM5C;UN;0.01;
404040;CAPACITOR CORREÇÃO P/ DISP. POT. PBA-2;UN;0.01;
404041;CAPACITOR CORR DISJ WESTINGHOUSE 157644;UN;0.01;
404042;CONTATO MOVEL DISJ WESTINGHOUSE 22B1645;UN;0.01;
404043;MOLA AMOR DISJ WESTINGHOUSE 685075;UN;0.01;
404044;RESISTOR DISJ WESTINGHOUSE H8 1120 + 15;UN;0.01;
404045;CHAVE AUX DISJ WESTINGHOUSE H68637;UN;0.01;
404046;BUCHA DISJ MITSUBISHI DTSHE78476;UN;0.01;
404047;"RESISTOR ATERRAMENTO;7800V;600A;13 OHMS";UN;0.01;
404048;"TC;0,6KV;1200-5A;10H200;8kA;JANELA";UN;0.01;
404049;RELE IND 125V;UN;0.01;
404050;SUPORTE P/ESTAÇÃO BLINDADA;UN;0.01;
404051;CHAVE COMUTADORA;UN;0.02;
404052;GAXETA CHAVE ATER DELLE ALSTHOM 2913940;UN;0.2;
404053;CHAVE COMUTADORA SELETOR 3 POS;UN;0.08;
404054;CHAVE COMUTADORA SELETOR 4 POS;UN;0.01;
404055;CHAVE COMUTADORA;UN;0.01;
404056;CHAVE PAINEL WESTINGHOUSE SO26F472;UN;0.01;
404057;CHAVE COMUTADOR MR MA7;UN;4232.93;
404058;CHAVE EST BLINDADA WESTINGHOUSE 129A517;UN;0.01;
404059;SINALEIRO RED VD 30,5MM 130V;UN;0.15;
404060;CHAVE SEMITRANS 44A022/16E;UN;0.01;
404061;FUSIVEL CART 45MM-85MMX358MM 63A;UN;0.01;
404062;BOBINA PRIN RELE GE 3192878;UN;0.01;
404063;BOBINA OPER RELE AUX WESTINGHOUSE 12696;UN;0.01;
404064;RELE WESTINGHOUSE 1292419 SEM BOBINA;UN;0.01;
404065;RELE WESTINGHOUSE 1292419 SEM BOBINA;UN;0.01;
404066;RELE CONTR DISJ WESTINGHOUSE 1532850A (;UN;0.01;
404067;RELE AUX WESTINGHOUSE 289B360A18 TIPO M;UN;0.01;
404068;TRANSFORMADOR CORR DISJ;UN;0.12;
404069;BUCHA 34.5F/2000A TRAFO LIGHT N43310;UN;0.01;
404070;BUCHA B.T. 15F/2000A TRAFO;UN;0.01;
404071;CONTATO FIXO TRAFO TUSA 37712498;UN;0.01;
404072;CONTATO MOVEL TRAFO TUSA 37712498;UN;0.01;
404073;CONTATO FIXO TRAFO TUSA 37712498;UN;0.01;
404074;CONTATO MOVEL TRAFO TUSA 37712498;UN;0.01;
404075;VENTILADOR EST COEMSA *****;UN;0.02;
404076;RELE BROWN BOVERI *****;UN;0.01;
404077;BUCHA TP TRAFO COEMSA 151102250 15KV 22;UN;0.01;
404078;INDICADOR COMUT TRAFO ASEA *****;UN;0.01;
404079;VENTILADOR ASEA 4685128B;UN;0.01;
404080;VENTILADOR TRIFASICO BROWN BOVERI;UN;0.01;
404081;RELE BUCHHOLZ BROWN BOVERI *****;UN;168.0;
404082;INDICADOR FLUX TRAFO;UN;0.01;
404083;VENTILADOR TRAFO 16MVA BRUSH;UN;0.01;
404084;INDICADOR MAG TRAFO BRUSH EXPORT LTD **;UN;0.01;
404085;CONTATO COMUTADOR;UN;0.01;
404086;CONTATO MOVEL COMUTADOR MR 02259001;UN;0.01;
404087;CONTATO FIXO COMUTADOR MR 02253702;UN;0.01;
404088;BOMBA OLEO;UN;0.01;
404089;RELE TENSAO REGULADOR MONOF;UN;0.01;
404090;RELE BUCHHOLZ ATELIERS C S CHARLEROI TI;UN;0.01;
404091;RELE BUCHHOLZ GEC POWER ENGINEERING TIP;UN;0.01;
404092;RELE BUCHHOLZ THE WEIR ELETRICAL INSTRU;UN;0.01;
404093;RELÉ BUCHHOLZ GE KD-12 P/TRAFO;UN;0.01;
404094;RELE BUCHHOLZ COMEM TIPO 3A;UN;0.01;
404095;RELE BUCHHOLZ CGE 548C7901 MOD 11;UN;0.01;
404096;MOTOR CA 4P;UN;0.01;
404097;PINO SOQ COMUTADOR MASCHINEN FABRICK RE;UN;0.01;
404098;CHAVE PROT COMUTADOR BBC 581214;UN;0.14;
404099;CONTATO COMUTADOR LIGHT C0050;UN;0.38;
404100;CONTATO COMUTADOR   8380576 P.21;UN;140.46;
404101;CONTATO PRINCIPAL FIXO D. ADET.C-097;UN;0.01;
404102;CONTATO PRINC COM.,GE49B88001;UN;0.01;
404103;CONTATO MÓVEL PRINC.P/CHAV.COMUTADORA;UN;0.01;
404104;MOTOR CA COMUTADOR BBC 220V;UN;0.01;
404105;RELE MONOF MASCHINEN FABRICK REINHAUSEN;UN;0.01;
404106;DISPOSITIVO AJUS TRAFO;UN;0.01;
404107;CHAVE PAINEL DELLE 2555359;UN;0.01;
404108;FLANGE P/CONJUNTO BLINDADO SF6;UN;0.01;
404109;BLINDAGEM P/CJ. BL. TIPO C,DELLE ALSTHOM;UN;0.01;
404110;ANEL CJ BLIN DELLE ALSTHOM 2444727 CAT;UN;0.01;
404111;ANEL P/VÁLVULA ENCHIMENTO;UN;0.01;
404112;ANEL COMUM AO CONJ. BLIND 138KV;UN;0.01;
404113;SUPORTE DISJ DELLE ALSTHOM 291683001;UN;0.01;
404114;VALVULA DELLE ALSTHOM 474647001;UN;0.01;
404115;ARRUELA P/BUJÃO ESTANQUEIDADE;UN;0.01;
404116;"INVÓLUCRO;440X366mm;CONJ.BLIND.SF6,138kV";UN;0.01;
404117;CHAVE PROT MOTOR BROWN BOVERI M 611;UN;0.01;
404118;MOTOR CA INDUCAO 4P 1,50CV;UN;0.01;
404119;INVÓLUCRO T DELLE 918532-001;UN;0.01;
404120;"INVÓLUCRO;P/CÉLULA TRANSF.BLIN.SF6,138kV";UN;0.01;
404121;"INVÓLUCRO;P/CÉLULA TRANSF.BLIN.SF6,138kV";UN;0.01;
404122;"INVÓLUCRO;P/CÉLULA TRANSF.BLIN.SF6,138kV";UN;0.01;
404123;INVÓLUCRO DELLE 918688-006;UN;0.01;
404124;INVÓLUCRO DELLE 474264-011;UN;0.01;
404125;INVÓLUCRO DELLE 474264-007;UN;0.01;
404126;INVÓLUCRO DELLE 474264-006;UN;0.01;
404127;INVÓLUCRO DELLE 474264-005;UN;0.01;
404128;CHAVE INTER DISJ;UN;0.01;
404129;CILINDRO PRESSÃO GE 0263B0292P002;UN;0.01;
404130;CONTATO MOVEL DISJ LIGHT C0104;UN;0.01;
404131;BOBINA ABER DISJ;UN;0.01;
404132;CHAVE BL DISJ MITSUBISHI 10DHE50M;UN;0.01;
404133;CONTATO DEDO DISJ MITSUBISHI 10DHE50M;UN;0.01;
404134;MOTOR UNIVERSAL DISJ ELECTRIC DRILL SD2;UN;0.01;
404135;RELE Y DISJ;UN;0.01;
404136;PLACA PX DELLE ALSTHOM 833893/002;UN;3385.25;
404137;PLACA FOTOCAP DELLE ALSTHOM 833893/601;UN;0.01;
404138;PLACA DIODO DELLE ALSTHOM MX;UN;0.01;
404139;BUCHA TERM TRAFO GE GECF3317299N;UN;0.01;
404140;CAMARA EXT DISJ;UN;0.01;
404141;RELE IND 10A 250VCA 3 REV 125V;UN;0.01;
404142;"DISPOSITIVO ACOPLAM.;DIANT.;DJ. GE,2000A";UN;0.01;
404143;CONTATO MOVEL DISJ LIGHT C0151;UN;0.13;
404144;CONTATO ESTAC DISJ CGE CAT 123A8559G1;UN;0.01;
404145;BUCHA TERMINAL GE,DES.3206515N;UN;0.01;
404146;CONTATO FIXO DISJ LIGHT C0154;UN;0.08;
404147;BOBINA FECH/AB DISJ ITE 191920;UN;0.01;
404148;GAXETA CJ BLIN DELLE ALSTHOM 2444777;UN;0.01;
404149;CHAVE AUX DISJ ITE BOLETIM RP8.2.89 PAG;UN;0.01;
404150;BUCHA BT COEMSA P/TRAFO FORÇA;UN;0.01;
404151;MOLA BOB DISJ;UN;0.01;
404152;MOLA ABER DISJ CGE CAT 0191A7365P001;UN;0.01;
404153;MOLA ENGATE DISJ CGE CAT 0197A1131P001;UN;0.01;
404154;MOLA FECH DISJ CGE CAT 0473L0113G003;UN;0.01;
404155;MOLA TRAV DISJ CGE CAT 0197A1130P001;UN;0.01;
404156;ENVELOPE P/EST BLIND 138KV;UN;0.01;
404157;BLINDAGEM SUB BLIN DELLE ALSTHOM 915018;UN;0.01;
404158;BLINDAGEM ANTI-CORONA DISJ DELLE ALSTHO;UN;0.01;
404159;JUNÇÃO P/EST BLINDADA 138KV;UN;0.01;
404160;JUNÇÃO P/EST BLIND SF-6, 138KV;UN;0.01;
404161;ENVELOPE EST BLINDADA DELLE ALSTHOM 111;UN;0.01;
404162;JUNÇÃO P/EST BLINDADA 138KV;UN;0.01;
404163;ENVELOPE P/EST BLIND 138KV;UN;0.01;
404164;ENVELOPE EST BLINDADA DELLE CAT F34 FIG;UN;0.01;
404165;JUNÇÃO P/EST BLINDADA 138 KV;UN;0.01;
404166;DISPOSITIVO CONTR DISJ HK PORTER N 6128;UN;0.01;
404167;MOLA VÁLVULA PILOTO HBN-22672-621;UN;0.01;
404168;CAMARA INTER DISJ GE 0214X0286G714;UN;0.01;
404169;BUCHA PORCEL TRAFO RESILAM REM 35/400;UN;0.01;
404170;GRAMPO ANCOR PASSAN;UN;187.0;
404171;CAMARA EXT DISJ WESTINGHOUSE TIPO382D76;UN;8.1;
404172;ENGATE FECH DISJ WESTINGHOUSE CAT IBH32;UN;0.01;
404173;ARRUELA ISOL DELLE ALSTHOM 278072002;UN;0.01;
404174;CONTATO ROTULA SUB BLIN LIGHT C0137;UN;0.01;
404175;ANEL ISOL SUB BLIN DELLE ALSTHOM 290539;UN;0.01;
404176;CONTATO SUP CELULA LIGHT C0143;UN;0.07;
404177;SECCIONADORA MONOP BROWN BOVERI EBKT;UN;0.01;
404178;DEDO CONT DISJ;UN;0.01;
404179;BOBINA FECH DISJ MITSUBISHI 10DHE50M;UN;0.01;
404180;CHAVE AUX DISJ MITSUBISHI 10DHE50M;UN;0.01;
404181;CHAVE DESLIG DISJ MITSUBISHI 10DHE50M;UN;0.01;
404182;GRAMPO ANCOR PASSAN 4275KGF;UN;262.29;
404183;CONTATO ATER DISJ MITSUBISHI 10DHE50M;UN;0.01;
404184;"CONECTOR TERM PIN 30MM/TUB 1.1/2""";UN;0.37;
404185;CONECTOR TERM PARAF PIN 30MM/TUB 3/8-1.;UN;0.19;
404186;EXCENTRICO DISP DISJ;UN;0.01;
404187;GATILHO DISP DISJ;UN;0.01;
404188;HASTE LEVANT DISJ;UN;0.01;
404189;HASTE LEVANT DISJ;UN;0.01;
404190;RESISTOR DISJ GE CAT 0195X0580G3;UN;0.01;
404191;"ACOPLAMENTO;MCGRAW-EDISON EZ0021717;P/DJ";UN;0.01;
404192;INDICADOR NIVEL OLEO DISJ;UN;0.01;
404193;ANEL PISTAO DISJ GE M 6311531P2;UN;0.01;
404194;HASTE OPER DISJ;UN;0.01;
404195;RELE PRES DISJ GE 6477807P4;UN;0.01;
404196;VALVULA CONTR DISJ GE 178L0119G5;UN;0.01;
404197;TERMINAL FLEX DISJ GE 6509102G11;UN;0.01;
404198;"HASTE CENTRAL;GE 428A460G1;P/DISJ.FK-138";UN;0.01;
404199;JUNTA DISJ GE CAT 158A8216P1;UN;0.01;
404200;JUNTA DISJ ABNT NBR 6158/80.;UN;0.01;
404201;HASTE LEVANT DISJ GE CAT 454A829P2;UN;0.01;
404202;BOBINA FECH DISJ MC GRAW EDISON CAT M24;UN;0.01;
404203;BOBINA C/ RESIS DISJ MC GRAW EDISON CAT;UN;0.01;
404204;BOBINA SEM RESIS DISJ MC GRAW EDISON CA;UN;0.01;
404205;GUIA DE HASTE ESQ DSJ FC-8580;UN;0.01;
404206;GUIA DE HASTE ESQ DSJ FA13297B;UN;0.01;
404207;CONTATO ESTAC DISJ MC GRAW EDISON AHE54;UN;0.01;
404208;MOLA CONT M-EDISON FA-9650-A;UN;0.01;
404209;CHAVE PRES DISJ MC GRAW EDISON FC10298A;UN;0.01;
404210;TUBO PISTAO DISJ CGE 213X343G92, G93 E;UN;0.01;
404211;CONTATO PRINC MOVEL DES C-0108;UN;0.01;
404212;CONTATO MOVEL DISJ WESTINGHOUSE 301C131;UN;0.01;
404213;CONTATO ESTAC DISJ LIGHT C0081;UN;0.01;
404214;SUPORTE P/DISJUNTOR AR 13,8KV;UN;0.01;
404215;CRUZETA DISJ WESTINGHOUSE 20B5355G05;UN;0.01;
404216;MOLA ACEL DISJ WESTINGHOUSE 1648775;UN;0.01;
404217;CONTATO ESTAC DISJ WESTINGHOUSE N 171C0;UN;0.01;
404218;CONTATO ESTAC DISJ WESTINGHOUSE ESTILO;UN;0.01;
404219;BOBINA ABER DISJ WESTINGHOUSE H46122;UN;0.01;
404220;BOBINA CH LIMITE DISJ WESTINGHOUSE H517;UN;0.01;
404221;BOBINA EMBR DISJ WESTINGHOUSE H49784;UN;0.01;
404222;BOBINA RELE DISJ WESTINGHOUSE H49184;UN;0.01;
404223;CONTATO MOVEL DISJ LIGHT C0073;UN;0.01;
404224;CONTATO MOVEL DISJ WESTINGHOUSE 0221;UN;0.01;
404225;TRANSFORMADOR BUCHA DISJ WESTINGHOUSE 3;UN;0.01;
404226;CHAVE AUX DISJ WESTINGHOUSE 1491101 EST;UN;0.01;
404227;VALVULA DESC COMPRESSOR WESTINGHOUSE PA;UN;0.01;
404228;CHAVE PRES DISJ WESTINGHOUSE 5501980;UN;0.01;
404229;VALVULA SEGUR DISJ WESTINGHOUSE PM5162B;UN;0.01;
404230;MOLA DISJ WESTINGHOUSE ESTILO 22D8751H0;UN;0.01;
404231;CHIFRE CORTA-ARCO EASTERN POWER DEVICES;UN;0.01;
404232;DISP POTENCIAL SC 81364-G-S145;UN;0.01;
404233;BIELA ISOL SECCION DELLE ALSTHOM 464298;UN;0.01;
404234;CONTATO FIXO CHAVE SEC LIGHT C0140;UN;0.01;
404235;GAXETA SECC SF6 DELLE 2444722;UN;0.01;
404236;CONTATO FIXO CHAVE SEC LIGHT NTL0032/87;UN;0.01;
404237;SUPORTE;UN;0.01;
404238;CONTATO MOVEL CHAVE SEC IAFA HCA1386;UN;0.01;
404239;"BUCHA 15 KV, 1250 A, P/TRAFO;VER 811366";UN;0.01;
404240;BUCHA TRAFO LIGHT 411586;UN;0.01;
404241;BUCHA CGE 1351-1 TIP.LC P/TRAFO;UN;0.01;
404242;BUCHA PORCELANA DISJ WESTINGHOUSE 31704;UN;0.01;
404243;BUCHA BROW BOVERI DES 84100440035;UN;0.01;
404244;BUCHA COEMSA RTF-36/1000 P/TRAFO FORÇA;UN;0.01;
404245;BUCHA STEATITE DES A16584;UN;0.01;
404246;BUCHA COND TRAFO WESTINGHOUSE OFP H6717;UN;0.01;
404247;BUCHA PORCELANA CGE TIPO L 1305-1;UN;0.01;
404248;BUCHA PORCELANA CGE TIPO L 1310-1;UN;0.01;
404249;ISOLADOR PORCELANA P/BUCHA 15KV;UN;1.69;
404250;BUCHA TRAFO WESTINGHOUSE 11B1748 GR1;UN;0.01;
404251;BUCHA COMP TRAFO COEMSA 3TF/70140N;UN;0.01;
404252;BUCHA COND TRAFO WESTINGHOUSE H91881;UN;0.01;
404253;"BUCHA TERMINAL WHSE; TIPO S1608466";UN;0.01;
404254;BUCHA TERMINAL WHSE 568692, DES 661200;UN;0.01;
404255;BUCHA TERM TRAFO ASEA BR27611104 + BR27;UN;0.01;
404256;BUCHA TERMINAL ASEA, DES 1512142, 40KV;UN;0.01;
404257;BUCHA TERMINAL ASEA, DES 1512140, 20KV;UN;0.01;
404258;BUCHA TERMINAL ASEA, DES 1512141, 20KV;UN;0.01;
404259;BUCHA TERMINAL P/TRAFO 15MVA;UN;0.01;
404260;BUCHA SANTANA, TIPO 25F/630, 15KV;UN;0.01;
404261;BUCHA BROW BOVERI, TIPO 15/2000;UN;0.01;
404262;BUCHA COMP TRAFO BROWN BOVERI TIPO 15/1;UN;0.01;
404263;BUCHA TERM TRAFO LIGHT 82464;UN;3.05;
404264;BUCHA ISOLAD PORCELANA;UN;0.01;
404265;BUCHA COMP TRAFO RESILAM REM35/400;UN;0.01;
404266;BUCHA TERMINAL COEMSA, DES 3TO0109;UN;0.01;
404267;BUCHA TERM TRAFO COEMSA TIPO 151101250;UN;0.01;
404268;"BUCHA ISOLAD.;SECA;15KV;1200A; TR COEMSA";UN;0.01;
404269;BUCHA TERMINAL GE, DES CF3155039;UN;0.01;
404270;PROTETOR ARCO DISJ MARINI DAMINELLI CAT;UN;0.01;
404271;COMUTADOR TETRAP DISJ MARINI DAMINELLI;UN;0.01;
404272;MOLA ABER DISJ MARINI DAMINELLI CAT 324;UN;0.01;
404273;MOLA FECH DISJ MARINI DAMINELLI CAT3240;UN;0.01;
404274;HASTE SUSTENT DISJ WESTINGHOUSE CAT IBH;UN;0.07;
404275;ENGRENAGEM CARREG MOLA DISJ WESTINGHOUS;UN;0.01;
404276;MOLA RESTAB.SUPORTE DISJ,GE 0137A9252;UN;0.01;
404277;EMBUCHAMENTO BRONZE DISJ GE TIPO ML13;UN;36.83;
404278;BOBINA FECH/AB DISJ WESTINGHOUSE 149199;UN;0.01;
404279;BUCHA TRAS DISJ;UN;0.01;
404280;BUCHA DIANT DISJ;UN;0.01;
404281;BUCHA TRAS DISJ GE *****;UN;0.01;
404282;BUCHA DIANT DISJ GE *****;UN;0.01;
404283;"TC;0,6KV;1200-5A;10B200;JANELA;15KA";UN;0.01;
404284;CONJUNTO TC'S BUCHA P/TRAFO RADE KONCAR;UN;0.01;
404285;CAMARA EXT DISJ MARINI DAMINELLI 32403C;UN;0.01;
404286;CAMARA EXT DISJ WESTINGHOUSE MF2A;UN;0.01;
404287;CONTATO AUX. CA/CC P/TRAFO;UN;0.01;
404288;TUBULAÇÃO HIDRÁULICA P/DISJ.FL170,ALSTOM;UN;0.01;
404290;BOBINA ABER/FEC DISJ ABB LA 516771AL MA;UN;385.76;
404291;MOTOR UNIVERSAL DISJ SPRECHER ENERGIE 4;UN;2104.16;
404292;CHAVE COMUTADORA SELETOR 2 POS;UN;1197.71;
404293;BOBINA ABER DISJ SIEMENS 2HG41210676 01;UN;778.96;
404294;BOBINA FECH DISJ SIEMENS 2HG41210676 00;UN;854.26;
404295;MOTOR CA;UN;1500.0;
404296;DENSIMETRO GAS SF6 DISJ SIEMENS 3HT 412;UN;400.0;
404297;CONTADOR OPER DISJ SIEMENS 4HG 412 0250;UN;100.0;
404298;MECANISMO OPER DISJ SIEMENS CAT 0169716;UN;10000.0;
404299;CONTATOR AUX INST 4NA+4NF CONTATOR 110-;UN;670.0;
404300;MANOMETRO DISJ WIKA EN8371;UN;200.0;
404301;ACIONAMENTO MOTORIZADO MA - 4  p/ CDC MR;UN;0.01;
404302;ACIONAMENTO MOTORIZADO BUE-1 P/CDC 21POS;UN;0.01;
404303;"ISOLADOR;PORCEL.;P/BUCHA ABB GOB 52/125";UN;0.01;
404304;RECIPIENTE P/SÍLICA/ÓLEO CDC TRAFO WEG;UN;0.01;
404305;RECIPIENTE P/SÍLICA/ÓLEO DO TRAFO WEG;UN;0.01;
404306;"INDICADOR REMOTO;21 POSIÇÕES;P/ CDC MR";UN;0.01;
404307;"TC; 0,6KV; 1200-5A; 10B200; JANELA";UN;0.01;
404308;"TC;0,6KV;2500-5A; 10B100; JANELA";UN;0.01;
404309;ACIONAMENTO MOT. P/SECCION. HITACHI LINE;UN;0.01;
404310;ACIONAMENTO MOT. P/SECCION. LORENZETTI;UN;0.01;
404311;"TC;0,6KV;600-5A; 10B100; JANELA";UN;0.01;
404312;"TC;0,6KV;600 - 5ARM; 10B100; BUCHA";UN;0.01;
404313;"TC;0,6KV; 600 - 5ARM; 0,6C50; JANELA.";UN;0.01;
404314;BUCHA ISOLANTE DE TESTE SF6 145 KV;UN;0.01;
404315;"TC;0,6KV;1200 - 5ARM; C200; BUCHA";UN;0.01;
404316;"TC;0,6KV;2000 - 5ARM; 2,5L200; JANELA";UN;0.01;
404317;"TC;0,6KV;1200 - 5A; 2,5 H100; JANELA";UN;0.01;
404318;TRANSFORMADOR CORREN JANELA 600/ 5A;UN;2966.05;
404319;TRANSFORMADOR CORRENTE JANELA 600/ 5A;UN;1636.47;
404320;"TC;0,6KV; 2000 - 5A; 10B200; JANELA";UN;0.01;
404321;"TC;0,6KV; 2000 - 5ARM; 10B200; JANELA";UN;0.01;
404322;"TC;0,6KV; 1200 - 5ARM; 10B200; JANELA";UN;0.01;
404323;"TC;0,6KV; 1200 - 5ARM; 10B200; JANELA";UN;0.01;
404324;"TC;0,6KV;3000 - 5A; 0,3B2; JANELA";UN;0.01;
404325;"TC;0,6KV;2000 - 5A; 0,3B2;JANELA";UN;0.01;
404326;"TC;0,6KV;2000 - 5ARM; 0,3C50; JANELA";UN;0.01;
404327;"TC;0,6KV;600 - 5ASRM; C200;JANELA";UN;0.01;
404328;"CONECTOR TERM PARAF 2.1/2""IPS/4FUR";UN;657.25;
404329;"CONECTOR TERM PARAF 1.1/2""IPS/BAR";UN;0.01;
404330;"CONECTOR TERM PARAF 1.1/2""IPS/BAR 4FUR";UN;0.24;
404331;JUNTA CJ DISJ SIEMENS 250000040147;UN;877.4;
404332;JUNTA CJ DISJ SIEMENS 250000040142 CAT;UN;2675.0;
404333;JUNTA CJ DISJ SIEMENS 250000040612;UN;629.16;
404334;"RELÉ GÁS;4 FUROS;P/TRAFO 60/80MVA COEMSA";UN;0.01;
404335;"RELÉ GÁS;8 FUROS;P/TRAFO 60/80MVA COEMSA";UN;0.01;
404336;CHAVE COMUTADORA SELETOR 2 POS 12P;UN;0.01;
404337;CHAVE FIM DE CURSO DISJ ABB CAT 1ZBR543;UN;1080.7;
404338;INDICADOR ÓPTICO P/SECIONADOR SFT-65;UN;0.01;
404339;FUSIVEL LIMITADOR CORR RAP HH 15A 440 M;UN;397.17;
404340;POLO CHAVE VÁCUO TIPO VBM  FAB. JOSLYN;UN;0.01;
404341;MANOMETRO DISJ ABB 566311845;UN;4044.56;
404342;CONTATOR ABB CAT/MAN INSTR 5409.72317 F;UN;1605.86;
404343;"TC;0,6KV;3000-5A;JANELA;MCE612J,SERTA";UN;0.01;
404344;"CONTATO ELÉTRICO;ARCO;P/ COMUT GE LR 65";UN;599.62;
404345;"CAIXA DE COMANDO P/ DISJ. AHE; MCGRAW";UN;0.01;
404346;CONJUNTO JUNTAS P/DISJ. SF6 LTB 145D1/B;UN;0.01;
404347;CHAVE COMUTADORA SELETOR 2 POS 11P;UN;1909.74;
404348;"CHAVE COMUTADORA DIII 200;7,3 OHMS";UN;0.01;
404349;BLOCO DE PILOTAGEM P/DISJ. FL-170 (OP7);UN;0.01;
404350;FILTRO ÓLEO P/COM.HIDR. DJ. 3AS1,SIEMENS;UN;0.01;
404351;"CÂMARA INTERRUPÇÃO;SF6; P/ DISJ. LTB145";UN;0.01;
404352;"MOTOR-COMPRESSOR;0,4KW;P/ DISJ. 30G150AK";UN;0.01;
404353;"ACIONAMENTO MOTORIZADO P/SECC. SPIG;GM-U";UN;0.01;
404354;ACIONAMENTO MOTORIZADO P/SEC. LORENZETTI;UN;0.01;
404355;"ACIONAMENTO MOTORIZADO;P/SECCION. 145 KV";UN;0.01;
404356;ACIONAMENTO MOTORIZADO P/SECC. EASTERN;UN;0.01;
404357;MOTOR CA;UN;3881.0;
404358;CHAVE COMUTADORA SELETOR 2 POS 25 POLOS;UN;1929.42;
404359;MOTOR CC 0,10CV P/MECAN OPER DISJ VAA;UN;1055.98;
404360;BOBINA ABERT DJ VA/VAA ALSTOM RP2002-03;UN;1760.8;
404361;CHAVE COMUTADORA SELETOR 2 POS 12P;UN;2369.84;
404362;CHAVE FIM DE CURSO DISJ ALSTOM CAT BR 5;UN;159.97;
404363;RELE AUX DISJ ABB 5619.7582;UN;0.01;
404364;"MECANISMO OPERAÇÃO MOTOR.;P/DJ. LTB145D1";UN;0.01;
404365;"CONTATO ELÉT.;CONEXÃO;P/DISJ. VB1-1200";UN;0.01;
404366;"CONTATO ELÉT.;CONEXÃO;P/DJ. VB1-1200;USA";UN;0.01;
404367;"CONTATO ELÉT.;CONEXÃO;P/DISJ. VB1-2000";UN;0.01;
404368;"TC;0,6KV;300/600-5A;10B200;EPÓXI;JANELA";UN;0.01;
404369;"TC;0,6KV;600-5A RM;10B200;EPÓXI;JANELA";UN;0.01;
404370;"TC;0,6KV;3000-5A;10B200;EPÓXI;JANELA";UN;0.01;
404371;ACIONAMENTO MOTORIZADO MA7,P/CDC MR;UN;0.01;
404372;ACIONAMENTO MOTORIZADO MA-7BR,P/CDC MR;UN;0.01;
404373;"CHAVE ELÉT.ROTATIVA;C10B-AG7047E;DISJ3AF";UN;0.01;
404374;"TC;0,6KV;600-5ARM;10B200;EPÓXI;JANELA";UN;0.01;
404375;CHAVE COMUTADORA SELETOR 2 POS 12P;UN;1061.03;
404376;"CHAVE ELÉT. ROT.;3 POS.;P/TRANSF. CA/CC";UN;0.01;
404377;"CHAVE AUXILIAR;9NA+9NF;P/DISJ.VB1GE";UN;0.01;
404378;"CHAVE COMUTADORA MIII Y300;4,8 OHMS";UN;0.01;
404379;BOMBA ÓLEO C/MOTOR P/TRAFO ENGLISH ELECT;UN;0.01;
404380;MOLA FECH DISJ ABB CAT BIGQ820.006;UN;213.87;
404381;CHAVE COMUTADORA SELETOR 2 POS;UN;4108.05;
404382;BOBINA ABER/FEC DISJ MERLIN GERIN 3SD00;UN;353.15;
404383;PRESSOSTATO DISJ GEC ALSTHOM BZ 2 DENSO;UN;1750.0;
404384;PRESSOSTATO -3,1A4,4BAR BLINDADA GEC AL;UN;1750.0;
404385;PRESSOSTATO CONTR DISJ DRESSER B4 50S X;UN;1319.65;
